customer_id,tenure,monthly_charges,total_charges,churn,contract_type_Month-to-month,contract_type_One year,contract_type_Two year
1,52,105.56964681062857,3271.805095304177,0,False,True,False
2,15,103.02198645669915,6420.56065272336,0,True,False,False
3,61,59.71835296184548,1711.8815135683008,0,False,True,False
4,21,86.80851365706462,4485.171099488061,0,False,False,True
5,24,40.4984295415821,5891.263238634431,0,False,True,False
6,3,49.31477302610133,4966.285057055415,0,True,False,False
7,22,109.63358185211197,1585.3954034617875,0,True,False,False
8,53,21.300192351073605,2907.5380926173416,0,False,False,True
9,2,28.550853085446807,6291.9550974346375,1,True,False,False
10,30,40.78862551460273,4478.389461642932,0,False,False,True
11,38,22.65322038738197,141.31394698901062,0,True,False,False
12,2,38.14354350897973,6111.827004221941,0,True,False,False
13,64,78.30415609696922,378.9597040278887,1,False,False,True
14,60,62.1424550592498,5991.296883576734,0,False,True,False
15,21,109.26717110769748,1699.5964253053755,0,True,False,False
16,33,101.7443561738441,7668.780492943104,1,False,True,False
17,58,54.1817351697876,3006.7319352864674,1,True,False,False
18,22,45.94234334312925,2682.759769070825,0,True,False,False
19,49,57.96924081672669,1276.215597626313,0,True,False,False
20,59,79.02949425148077,2514.2733023726973,1,True,False,False
21,42,46.80636408228763,7025.541018442785,1,False,True,False
22,60,82.41489078491341,7971.041267255254,1,False,True,False
23,15,60.941165219124045,3009.6452910041016,0,True,False,False
24,62,75.20471808519802,3644.0239845408864,0,True,False,False
25,62,63.61265291353167,5804.360411801623,0,False,True,False
26,47,49.44657595419177,7100.946665674089,1,False,False,True
27,62,114.84533069621567,4785.050240075595,0,False,False,True
28,51,96.36057941597608,3193.0530156048517,0,False,True,False
29,55,34.011317576645254,3359.7125427041274,1,True,False,False
30,64,106.84679758979128,5595.383357324774,0,True,False,False
31,3,68.74311982495136,125.42428247380158,1,False,False,True
32,51,109.45522268940914,4994.755765932741,0,False,False,True
33,7,99.98552559473153,2908.394782486723,0,False,True,False
34,21,62.52135044692334,6374.158917088966,0,False,False,True
35,39,22.24693083201174,834.626054602744,1,False,True,False
36,18,46.867735938494604,4746.797908892285,0,False,False,True
37,4,74.16342146608669,3899.6858301003776,0,False,False,True
38,60,83.34782198261473,5174.371654651297,1,False,False,True
39,14,45.78876854332023,612.3433964154499,0,True,False,False
40,9,33.93560740728241,4681.871920682237,0,True,False,False
41,53,103.4930236799299,4535.728244880237,0,True,False,False
42,2,118.44021807035521,4529.214745887751,0,False,False,True
43,60,72.56901823026858,4867.552566111993,0,False,True,False
44,71,37.16792858483035,5444.0967040882615,0,False,True,False
45,44,47.2307326519369,6459.413097478081,0,False,True,False
46,8,21.839067654746675,2231.5836890128935,0,False,True,False
47,47,111.4298806560499,6617.89034042249,0,True,False,False
48,35,31.775108289014113,4036.2198898812835,0,True,False,False
49,36,77.65164755142536,708.7604051612162,0,False,False,True
50,50,47.4055220687206,562.5523410274357,0,False,False,True
51,4,75.41780025157934,2740.48271769888,0,False,True,False
52,2,85.14203883518643,6300.686119180594,0,True,False,False
53,6,102.97418037072016,5690.679384453235,0,False,True,False
54,54,40.64212717606032,6330.058220912011,1,False,False,True
55,4,21.09958286584805,4186.425545888715,0,False,False,True
56,54,33.68856300688073,3577.5720838483753,1,False,True,False
57,63,110.00186418481051,1264.8749609796432,1,False,False,True
58,18,107.38900775625153,2692.722753513561,0,False,True,False
59,44,79.74131021703083,3528.7529927736146,0,True,False,False
60,34,80.05168604336534,799.9433944689762,0,False,True,False
61,62,86.50366745462554,1842.834426418569,1,True,False,False
62,14,37.53712786234496,4825.979823103537,0,True,False,False
63,48,111.44119459249598,5911.7386024895995,0,False,False,True
64,15,61.87705248920731,7986.945340004302,0,False,False,True
65,62,58.31385282494975,7471.595317614106,1,False,False,True
66,40,71.89177052828376,5176.2650763280135,1,False,True,False
67,53,24.696596677505504,3427.859621023169,0,False,True,False
68,24,36.62833687560794,5125.801181195038,0,False,False,True
69,26,93.80336164263704,6306.647782833833,0,False,True,False
70,60,28.279866792512646,1034.85590829476,0,False,False,True
71,41,80.31521094663881,3338.248628600677,1,False,True,False
72,29,44.534910968132095,6734.438056521376,0,True,False,False
73,15,58.929561404197656,3132.2803202710475,0,True,False,False
74,45,48.86937367706999,4617.790942694774,0,False,False,True
75,65,55.567271646494916,4743.377950811366,1,False,True,False
76,71,91.90459051842456,1557.3623997557509,1,False,True,False
77,9,49.7121715623175,2961.6599890530783,0,True,False,False
78,1,76.64046402968972,2742.639181061264,1,True,False,False
79,8,67.60504021990997,306.95399740331186,0,False,False,True
80,63,86.36711653626482,291.1149347417064,0,True,False,False
81,11,113.6829739324758,6670.40664503861,0,False,False,True
82,8,93.25720972102503,2257.259398785218,0,True,False,False
83,35,41.494037859075675,4192.822253286642,0,True,False,False
84,35,23.118313506128466,2459.932031351307,1,False,True,False
85,33,46.22640442998251,7531.36603641119,0,True,False,False
86,5,79.50779307002549,2148.4443950396126,0,True,False,False
87,41,25.142581348425033,3494.288820637587,0,False,False,True
88,28,69.63662472012363,6994.568978828354,0,True,False,False
89,7,79.68428489168892,6751.275177655289,1,False,False,True
90,12,53.424389081696084,1570.2012009855907,0,True,False,False
91,34,97.09122037458219,6440.882147386113,0,True,False,False
92,33,30.65982531337718,3719.676405229352,1,False,False,True
93,48,27.513778173580874,3915.4540894743063,0,False,True,False
94,23,92.81887562036033,1154.491782085956,0,False,False,True
95,62,69.54913162061985,736.7519586812848,0,False,False,True
96,37,88.84023964277361,5850.7205250927445,0,False,False,True
97,44,63.48273386037462,4022.043103606868,1,False,True,False
98,35,44.64020332391068,3551.1205506599185,1,True,False,False
99,65,101.91023176741997,5863.115006353934,0,False,False,True
100,47,99.94158789689793,6147.551902029767,1,False,False,True
101,3,89.46964708544267,1355.3745245878931,0,False,True,False
102,1,47.21451372299627,4920.778680873366,0,False,False,True
103,5,79.0230666869087,1169.2972499937157,0,True,False,False
104,14,56.09738969400268,6035.863179629461,0,False,True,False
105,27,29.158207332663416,5289.945734510402,0,True,False,False
106,9,111.73135754622427,7657.255506559318,0,True,False,False
107,15,33.68186309189614,644.7683292157274,1,False,True,False
108,42,115.02373538208025,550.7322970949091,0,False,False,True
109,51,64.60057729579557,2329.277890076281,0,True,False,False
110,63,38.513292883861965,2167.474901513657,0,True,False,False
111,52,74.1900947378358,2051.132512668799,0,True,False,False
112,4,107.29458358764083,7259.41118611619,0,True,False,False
113,23,93.22248864095612,2071.414978811098,0,False,True,False
114,15,100.65611478614497,2248.402836416185,1,False,True,False
115,43,85.87833667107174,6099.246273101913,0,True,False,False
116,29,89.22765645178525,3652.944755359266,0,False,False,True
117,36,104.91956515653193,6236.013399945931,0,True,False,False
118,13,44.966800885918595,616.3926447586434,0,False,False,True
119,32,68.94249636431405,3951.812430019736,0,True,False,False
120,71,42.120944181960226,365.5474414479328,1,False,False,True
121,59,118.7668007996647,594.9603072973007,0,True,False,False
122,28,114.40593396866133,7260.855881420846,0,False,False,True
123,66,23.942681136850588,1200.0384318290019,0,True,False,False
124,42,90.55751725156884,4306.123389974216,0,True,False,False
125,45,112.52483174156659,3347.6552605455818,0,False,False,True
126,62,38.057534512733355,2844.0122774448573,1,False,True,False
127,57,76.79452305526294,7208.683430929453,0,False,False,True
128,6,111.54882975880419,272.40483452636704,1,False,True,False
129,28,23.394597858579885,5343.938520787154,0,True,False,False
130,28,89.742026724684,7710.816030287048,1,False,False,True
131,44,49.734900737255074,4525.328649348551,0,False,False,True
132,30,112.43961953765304,7500.897450061426,0,False,False,True
133,62,117.10582451653677,512.8372463595878,0,False,True,False
134,62,114.42664891134339,3408.467220685875,1,False,True,False
135,1,67.42142166574638,2155.2465486002043,0,True,False,False
136,27,106.20426509893134,5873.485623347766,0,False,True,False
137,62,104.45493985350704,7852.247014928249,0,False,True,False
138,3,51.91004732432556,2126.5874933095574,1,True,False,False
139,70,102.89154741506773,5267.979351645188,0,False,False,True
140,27,23.700763471549262,1664.9712988019471,1,False,False,True
141,9,79.6269878482053,4566.109011115718,0,True,False,False
142,62,43.000883728770305,3765.066644837856,0,False,False,True
143,37,32.05668857772788,7778.842104089143,0,False,True,False
144,51,27.695320162920915,4907.365454302086,1,True,False,False
145,44,89.62887758781397,2861.1003394858685,0,True,False,False
146,24,53.98749637680661,1001.3567006146736,1,True,False,False
147,59,92.47667715287615,1294.849947005983,0,False,False,True
148,32,26.535634079894237,1880.0037466147571,0,True,False,False
149,52,51.52903378306104,2082.636624588354,0,True,False,False
150,62,73.94912923753373,6819.866856944988,0,True,False,False
151,58,99.07231648389636,4533.660027431947,1,False,False,True
152,52,51.87525029320699,4234.788199857495,1,False,True,False
153,12,82.58913764370091,1006.674087766818,1,True,False,False
154,39,108.5977748236187,6895.103577460536,1,False,True,False
155,2,81.58631881823047,5810.232995347022,0,False,False,True
156,3,43.29594747536338,634.5800590100125,0,False,False,True
157,56,22.4400781556538,5691.897268115173,1,False,False,True
158,59,107.00988739009298,4393.951917006904,0,False,False,True
159,2,22.126941085038712,745.6302313995482,1,False,True,False
160,2,107.47016726841994,3720.575068076386,1,True,False,False
161,54,72.8937134027212,3929.1006683273713,0,False,False,True
162,1,113.90676985128962,1409.6188672898784,1,False,False,True
163,19,99.87832357736654,7571.01536130223,0,False,True,False
164,2,119.79341105333374,6814.805434697229,0,False,True,False
165,53,55.071181545171015,5385.2764648999555,0,False,False,True
166,44,96.71882889311269,3752.1349319047968,0,True,False,False
167,32,60.193091360924214,3352.9477785176173,0,True,False,False
168,70,67.98756203039088,5242.6903904925375,0,False,False,True
169,32,82.750546321837,4408.911768314553,1,False,True,False
170,68,107.36771141863387,591.9575364668964,1,False,False,True
171,55,118.40834691992951,4148.77092528562,0,False,False,True
172,56,96.82734138645182,6470.588576139432,0,False,True,False
173,17,61.77667821673337,3727.9950330159686,1,False,False,True
174,38,62.13570022770702,510.45696267872046,0,False,False,True
175,24,93.75823015888915,6311.597775133861,0,False,False,True
176,69,43.87771457683023,1690.7738788741976,0,False,True,False
177,70,31.047411313139467,2143.1045956155062,0,True,False,False
178,11,55.462215764077655,1401.1801921151375,0,True,False,False
179,16,48.72389916540817,2708.6990124848307,1,False,True,False
180,59,49.63081204559901,6078.336894940217,0,True,False,False
181,70,43.36077510499099,4203.148290081105,0,False,False,True
182,3,24.20931896363619,1718.5620657906293,0,True,False,False
183,20,21.787393473341382,7034.857617401122,0,False,False,True
184,59,118.77223897360315,7048.6966541170805,0,True,False,False
185,36,62.77731337358623,6977.569557863455,1,False,True,False
186,19,58.432664715968166,1986.4900699141604,1,True,False,False
187,67,87.96472826930699,3664.790819029806,0,True,False,False
188,19,41.825388786506416,7881.418283512913,1,True,False,False
189,20,114.99611839502253,6198.898562848924,1,False,True,False
190,71,98.6345014415552,314.62262768192255,1,True,False,False
191,52,28.941100231225953,615.1162709578872,0,False,True,False
192,33,61.75807757849284,3765.0578768174287,0,False,False,True
193,40,107.91183075621647,7282.839626306325,0,True,False,False
194,39,114.47320222914102,4355.744203826443,0,False,True,False
195,1,66.74015112498697,4032.7188134708927,0,False,True,False
196,11,81.34113892107078,933.2422296573816,0,True,False,False
197,57,36.70339460920752,5288.562827321923,1,False,False,True
198,50,119.11686261369765,6594.614968741781,1,False,True,False
199,23,43.16717013834434,3105.3180593097422,1,True,False,False
200,31,114.27317741351257,6227.333622310087,0,False,False,True
201,42,84.96466489923685,7719.365565816412,0,False,True,False
202,7,80.77367948788591,1709.755027108744,0,False,True,False
203,16,71.26885110165085,4234.304086438457,0,False,False,True
204,60,43.066981171775865,2368.3898688681466,0,False,False,True
205,2,37.65280320055083,6363.549910367331,0,True,False,False
206,1,42.048620907017536,4662.9875904611445,0,True,False,False
207,48,38.64382621442545,5113.2010986474,1,False,True,False
208,12,97.95844735667534,6403.521860965563,0,False,False,True
209,69,55.01252591667301,3228.166734033394,1,False,False,True
210,37,25.784267656339637,7329.211540415641,0,False,False,True
211,32,116.91026301408114,4310.928051244506,0,False,True,False
212,9,108.37858849634257,1347.8431003992494,0,False,False,True
213,19,112.77522831952129,5597.603033533539,0,False,False,True
214,48,119.49078226464353,6366.76466846221,0,False,True,False
215,3,37.389524921948734,2602.4172488334607,0,True,False,False
216,20,59.62420189026587,6871.716130290149,0,True,False,False
217,24,95.82384757040913,7258.531712649555,0,False,True,False
218,54,89.60206180537922,2287.5454502846906,0,False,False,True
219,33,35.389590633985506,7869.819634450254,1,False,True,False
220,24,101.58331249906178,1211.6210715851914,0,True,False,False
221,36,42.44405718366607,1695.9237803796707,1,True,False,False
222,38,42.381761482262306,1555.3762299804064,0,False,True,False
223,25,73.69744228934135,7162.518709062177,1,False,True,False
224,18,79.29399348417031,5268.911163367199,1,True,False,False
225,66,78.00862078378111,1301.6238374559557,0,False,True,False
226,54,29.148683739775485,3578.555005109957,0,True,False,False
227,35,107.74608626303804,4960.854398051436,1,False,True,False
228,61,46.560004258870606,759.366271416128,0,False,True,False
229,41,32.95149212828042,7071.089310417976,0,False,True,False
230,33,108.87480798689772,6448.467929988128,0,True,False,False
231,68,115.56514982297534,4091.133511255442,1,False,True,False
232,33,106.21276172654507,7740.300260547447,1,True,False,False
233,14,100.95160747248781,3400.311736273288,0,True,False,False
234,21,85.52419806390218,7874.4715203883325,0,False,True,False
235,48,75.08573706091393,5376.567990548654,0,False,True,False
236,20,28.698675991141016,5113.903058706138,0,True,False,False
237,8,60.845321307069874,1411.0436728367015,1,True,False,False
238,7,57.2688517012314,7067.229290606688,0,False,False,True
239,67,45.97537837603262,3477.1685345728597,0,True,False,False
240,17,92.3420113688585,1381.6439056815868,0,False,False,True
241,33,69.58757350787708,199.59940780849644,1,False,False,True
242,48,28.104621590764793,4522.069900743222,0,False,False,True
243,59,42.01832019498113,4266.457014769143,0,False,True,False
244,22,88.32587636595959,5782.893616716353,0,False,True,False
245,30,27.61308594903002,7133.038618840637,0,True,False,False
246,38,105.12069140487687,727.3120186799332,0,False,False,True
247,51,69.51465270139744,5878.822273688863,0,False,True,False
248,54,68.0586577326648,1580.5543583708995,0,False,True,False
249,8,79.24077846595176,6879.598719941595,1,False,True,False
250,27,102.46809659251491,6570.601759507083,1,False,True,False
251,27,54.780920790219305,4372.270664385801,1,False,True,False
252,21,87.80161525590636,5710.918109124161,0,False,False,True
253,30,76.5731963995791,2583.3658941516123,1,False,False,True
254,28,46.70282701694213,3822.226401569236,0,False,False,True
255,64,107.8629986355158,6590.931491912726,0,False,False,True
256,69,99.74260216069281,3728.19505766839,0,True,False,False
257,61,85.84518346584255,2926.60629607099,0,False,False,True
258,48,105.05817290942419,4004.2783332773693,0,False,True,False
259,19,106.72942009598023,6643.169094254025,0,False,False,True
260,4,90.83629767150347,2748.1435742298945,0,True,False,False
261,35,103.7013328363672,1472.716585772376,0,False,True,False
262,64,89.74714616692836,5724.910760613168,0,False,False,True
263,49,88.01407717603004,6625.227880393846,0,False,False,True
264,17,81.86113782151844,895.0360803359133,0,False,False,True
265,44,95.27166395576413,1995.0054907719634,1,False,True,False
266,30,35.86051052930737,1221.5787191118518,1,False,True,False
267,46,108.08707591989284,2848.7371514991164,0,True,False,False
268,6,107.1843527745232,3657.77273335276,0,False,True,False
269,37,22.924728303455915,6015.728062010121,0,False,True,False
270,24,102.58167505647627,5244.0659205652255,1,False,False,True
271,46,32.88698674734452,5005.3356830796065,0,False,True,False
272,53,53.51188542591419,2883.76207821627,0,False,False,True
273,60,94.35082562916078,6747.435669369604,0,False,False,True
274,63,36.07598960483082,3823.1686224455,0,False,True,False
275,32,101.79670241190622,7834.929010319721,0,True,False,False
276,33,103.21341779577419,5109.7228925363215,1,True,False,False
277,67,70.74677337608362,1097.4914583595717,0,False,True,False
278,18,20.63858717168336,5441.802740395929,0,True,False,False
279,25,48.70381331749128,2668.3217219104217,1,False,False,True
280,54,81.69269183757422,5521.9848538201695,1,False,False,True
281,58,118.11861780274235,650.1650704830054,0,False,True,False
282,67,83.18135270166684,1481.563353690079,0,True,False,False
283,46,45.98035810641598,6860.3243453557125,0,True,False,False
284,24,83.40057030996113,1894.7185004857677,1,False,False,True
285,32,73.99853797158555,6712.624889419227,0,False,True,False
286,47,97.98453951511436,2306.2810987898424,1,True,False,False
287,23,30.69806388269584,5178.76708946379,0,False,True,False
288,66,96.1027902502028,5583.789530727665,0,True,False,False
289,27,74.12665786761103,4149.972549845918,0,False,False,True
290,2,116.29920038589947,2511.954345904177,0,False,False,True
291,17,54.187216603868606,1779.8905733316594,0,False,True,False
292,33,83.26218931339481,362.19590104316717,0,False,False,True
293,9,113.20281055100175,2501.176569801718,0,True,False,False
294,43,30.250972799067924,5259.986045197135,1,False,False,True
295,48,113.72284872364511,7512.608065743013,0,False,True,False
296,39,88.78857223008133,6982.515409878111,1,False,True,False
297,42,26.78370591051719,6151.91173462889,0,False,True,False
298,26,50.096356694681624,6328.73401170106,0,True,False,False
299,50,90.81720886452815,5353.380737460363,0,True,False,False
300,25,26.73506014687717,2156.2661747714237,0,True,False,False
301,24,78.21704601762733,7266.840742576056,1,True,False,False
302,13,54.588305695295674,5398.785264056089,0,True,False,False
303,60,82.0915517767477,4527.480984745475,0,False,False,True
304,7,24.574203381251287,976.8168067865005,0,True,False,False
305,57,107.15368061523763,3631.738796070761,0,True,False,False
306,36,117.3488969177397,3736.830342495218,0,False,False,True
307,45,116.88778552856915,6930.052515229093,1,True,False,False
308,20,94.96518317429248,4418.520939483529,1,False,True,False
309,65,33.0086240130632,3105.164336866236,0,True,False,False
310,8,95.82631959290225,7816.722595234209,0,True,False,False
311,16,22.45869164588015,974.6926872778938,0,False,True,False
312,14,22.212355152899725,3438.1325836643623,0,False,True,False
313,15,52.36102191495412,431.9949338541018,0,False,True,False
314,66,68.86431904046657,5945.24255405875,0,False,True,False
315,32,97.04074178077931,7352.80476237329,0,True,False,False
316,63,88.32953766065052,2312.2949034488665,0,False,True,False
317,51,64.59027063767483,6880.899246713055,0,False,True,False
318,25,47.362666628166586,2408.5240206489925,0,False,False,True
319,58,119.71245001577111,7295.0842769869305,0,False,True,False
320,63,62.6181302235973,6056.299038414593,0,False,True,False
321,62,65.13870243296755,6458.763537047365,1,False,False,True
322,22,36.36238211916692,242.25178924359054,0,False,False,True
323,58,99.48095487499293,7706.201820884805,0,True,False,False
324,58,89.36822257814886,5840.700837355554,0,False,False,True
325,49,42.07696127887604,2507.5336535504534,1,True,False,False
326,52,28.23810456158427,6652.217852384891,0,False,False,True
327,42,88.0499302074713,2324.0174674779464,0,False,False,True
328,70,85.45112142811352,6994.755332572411,0,True,False,False
329,15,47.32595269982093,989.3850842543025,1,False,False,True
330,54,115.08635622504103,5659.1192219402865,1,True,False,False
331,60,35.10578917809002,4371.5179654947915,0,False,False,True
332,8,63.23348010426019,862.6223145439824,1,False,True,False
